"통계분류(1)",통계분류(2),2016,2016,2016,2016,2016,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021
"통계분류(1)",통계분류(2),표본수,비디오/DVD/CD플레이어,TV,인터넷,휴대용모바일기기,표본수,TV라디오,PC노트북,스마트기기,비디오/DVD/CD플레이어,표본수,TV라디오,PC노트북,스마트기기,비디오/DVD/CD플레이어,표본수,TV라디오,PC노트북,스마트기기,비디오/DVD/CD플레이어,표본수,TV라디오,PC노트북,스마트기기,비디오/DVD/CD플레이어
"17개 시도별",부산,688,10.9,95.1,26.4,28.8,640,95.7,23.7,30,0.5,560,80.8,12.9,35.2,0.5,508,93.5,11.5,29.2,0.1,488,88.6,17.4,34.3,1.7
"17개 시도별",대구,354,4,90.4,16.3,22.3,498,90.9,26.4,23.7,1.9,532,89.1,21.4,18.7,0.4,410,84.8,19.4,18,0.7,494,87.8,14.1,31.8,-
"17개 시도별",인천,575,1.7,96.5,29.2,14.4,547,84.3,19.4,47.7,2.4,555,88.6,22.5,14.7,0.4,415,85.2,18.7,22.8,1.3,470,88.7,20.1,29.8,0.8
"17개 시도별",광주,395,0.8,95,9.1,10.2,393,93.8,4.8,18.7,0.9,420,87.5,16.5,17.2,0.2,261,84,29.8,20.4,0.5,399,81.5,5.3,47.6,0.3
"17개 시도별",대전,404,5.5,90.1,35.5,41.1,406,85.4,29.2,25.9,1.7,400,78.8,16.7,24.3,0.5,182,52.9,7.9,58,-,296,74,13.7,42.1,-
"17개 시도별",울산,365,2.5,89.7,23.3,35.4,295,95.5,27.6,16.3,0.4,348,85.8,16.5,19.3,0.7,171,94.1,4.3,18.9,-,327,85.7,16.1,33.4,-
"17개 시도별",세종,137,5.5,86.5,15.4,28,158,77.8,30.4,29.9,0.7,180,68.1,22.7,29.6,0,57,91.6,17.9,19.6,-,158,70.8,25.3,36.4,0.9
"17개 시도별",경기,1158,1.2,86.3,22.9,23.5,1045,77.1,21.1,29.7,5.1,1184,83.3,13.2,29.4,1.1,1875,80.4,16.4,36.4,1.4,961,79.5,14,43.3,2.1
"17개 시도별",강원,330,5.6,75.8,19.6,28.6,387,80.8,23.5,40.8,4.1,346,92.5,10.3,13.2,0.3,193,77.2,19.1,24.2,0.2,290,75.4,7.6,31.7,0.9
"17개 시도별",충북,342,3.3,86.1,27.8,37.3,430,90.2,23.2,26.6,3.6,324,73.4,14.4,29.4,0.6,216,84.5,7,40.6,-,301,77.8,9.7,40.9,1
"17개 시도별",충남,441,7,95.8,29.8,36.4,450,90,24.1,23,2.2,402,82,16.3,24.2,0.8,311,82.9,18.8,26.2,0.6,373,77.4,19.7,35.4,0.5
"17개 시도별",전북,373,2.4,97,15,22.5,422,96,4.1,15.1,0.7,361,85.1,8.6,21.1,1.2,237,80.6,16.5,31.6,2,331,86.1,15.9,35.3,1.8
"17개 시도별",전남,338,0.9,96.4,13.6,21.1,363,93.7,5.5,15.1,1.6,411,92.8,8.9,23.1,0.2,223,88.6,10.6,21.5,0.3,328,80,11.3,45.3,1
"17개 시도별",경북,464,4.3,91.4,10.7,24.2,464,83.1,22.8,20,4.5,440,94.3,14.1,22.8,0.3,369,80.2,18.8,23.1,1,382,80.9,9.4,37.4,1.4
"17개 시도별",경남,614,11.6,89.4,31.7,27.2,605,95.2,22.8,35.9,0.7,532,93.3,9.7,26.8,1.7,445,92.2,12.9,21.7,1.1,431,85.6,6.3,30.7,3.6
"17개 시도별",제주,247,3.1,88.5,25.5,28.9,258,86.7,16.8,22.8,6,222,72.8,25.5,33.7,0.6,99,93.9,31.3,52.9,-,259,89.4,33.1,51.9,-
"장애여부별",해당사항없음,-,-,-,-,-,8166,85.3,19.9,28.7,3.1,8089,84.6,15.6,26.6,0.9,7200,83.7,16.9,30.9,0.9,7057,81.3,15,38.7,1.5
"장애여부별",미등록,-,-,-,-,-,161,90,22.9,15.9,3.2,40,76.8,23.5,8.9,0,191,81.2,12.4,20.4,1.1,65,86.5,10.4,25.4,-
"장애여부별",장애등록,-,-,-,-,-,51,94.4,-,13.9,2.3,76,86,10.2,7.8,0,106,97,6.7,15.4,-,108,92.4,8.4,18.1,0.6
"장애여부별",무응답,-,-,-,-,-,-,-,-,-,-,21,91.4,3.5,20.9,0,-,-,-,-,-,-,-,-,-,-
