"구분별(1)",구분별(2),2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"구분별(1)",구분별(2),사례수 (명),티빙(Tving) (%),웨이브(Wavve)(구 푹(pooq) 옥수수) (%),KT 시즌(Seezn)(구 olleh tv 모바일) (%),U+ 모바일(구 U+비디오포털) (%),에브리온 TV (%),네이버시리즈(구 네이버 N 스토어) (%),곰TV (%),넷플릭스 (%),카카오 TV (%),유튜브 (%),아마존 프라임 비디오 (%),왓챠플레이 (%),기타 (%),사례수 (명),티빙(Tving) (%),웨이브(Wavve)(구 푹(pooq) 옥수수) (%),KT 시즌(Seezn)(구 olleh tv 모바일) (%),U+ 모바일(구 U+비디오포털) (%),네이버시리즈(구 네이버 N 스토어) (%),곰TV (%),넷플릭스 (%),카카오 TV (%),유튜브 (%),아마존 프라임 비디오 (%),왓챠플레이 (%),쿠팡플레이 (%),아프리카 TV (%),기타 (%)
"상세직업",서비스종사자,592.0,12.1,9.8,2.2,2.5,2.1,6.7,2.5,15.2,11.4,95.8,0.2,1.0,0.2,689.9,8.5,6.4,1.0,1.8,5.7,0.8,25.6,8.6,95.0,0.4,1.5,1.6,4.0,0.0
"상세직업",판매종사자,753.0,9.8,9.4,1.9,4.1,0.7,9.8,4.4,19.6,13.1,93.0,1.4,0.6,0.9,805.7,8.1,5.8,2.3,3.1,3.2,0.5,29.1,9.2,94.6,0.1,2.0,1.9,4.5,0.2
"상세직업",농림어업종사자,67.0,16.2,10.8,7.3,0.0,1.0,9.0,1.3,0.7,19.5,92.0,0.0,0.0,0.0,132.7,3.3,2.5,4.7,0.3,5.4,2.6,1.0,8.4,99.5,0.4,0.0,0.0,1.4,0.0
"상세직업",기능원및관련기능종사자,291.0,9.3,13.3,3.0,3.0,2.1,6.8,1.7,17.6,9.7,95.0,0.4,0.3,0.0,314.9,3.4,7.2,1.9,4.3,4.0,0.8,25.2,8.3,98.1,0.0,0.7,1.6,3.6,0.0
"상세직업",장치기계조작및조립종사자,381.0,8.9,12.5,1.8,5.3,0.0,10.0,3.1,16.0,8.2,95.9,1.1,0.1,0.0,453.5,7.2,7.6,0.3,7.2,0.7,2.6,19.5,6.2,95.9,0.0,0.7,1.1,6.9,1.7
"상세직업",단순노무종사자,365.0,9.0,3.5,2.4,1.3,1.4,6.4,2.1,10.6,9.4,93.7,0.6,0.2,0.0,407.3,4.1,4.9,2.0,0.2,3.9,1.0,15.7,6.5,98.1,0.4,1.1,0.9,2.9,0.0
"상세직업",직업군인,12.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,18.8,93.2,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,100.0,0.0,0.0,0.0,9.1,0.0
"상세직업",학생,1428.0,15.6,7.3,3.1,2.2,0.7,8.2,3.2,23.6,11.0,95.4,0.5,1.1,1.8,1489.2,8.1,5.1,1.3,1.7,5.7,2.1,30.3,9.9,94.1,0.4,3.7,1.1,7.1,0.8
"상세직업",전업주부,982.0,11.2,5.5,2.9,3.5,0.8,6.6,1.9,14.7,9.4,93.0,1.4,1.2,0.9,1073.1,4.7,4.2,1.6,3.7,3.3,1.0,17.8,5.4,97.2,0.3,0.6,1.9,1.6,0.0
"상세직업",군인(직업군인제외),5.0,27.6,0.0,6.6,0.0,0.0,37.0,0.0,49.7,80.1,65.8,0.0,6.6,0.0,7.6,18.3,0.0,0.0,0.0,0.0,0.0,22.6,40.4,100.0,0.0,0.0,0.0,40.4,0.0
"상세직업",기타/무직,340.0,12.8,7.7,2.0,6.6,0.5,9.1,2.1,21.6,6.6,96.7,0.7,1.4,0.9,422.6,7.2,3.8,4.0,2.6,4.6,1.7,26.7,5.6,96.0,1.2,1.0,1.3,5.7,0.3
